filename,intersections,radius
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,0,0
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,1,1
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,1,2
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,1,3
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,7,4
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,8,5
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,7,6
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,7,7
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,10,8
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,9,9
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,14,10
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,18,11
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,22,12
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,20,13
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,17,14
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,16,15
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,21,16
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,20,17
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,16,18
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,16,19
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,20,20
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,18,21
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,15,22
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,20,23
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS2_2_Statistics/21-32-07_100x_DS2_c2_Detailed.csv,19,24
