filename,intersections,radius
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,0,0
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,0,1
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,0,2
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,0,3
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,3,4
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,4,5
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,8,6
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,6,7
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,11,8
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,14,9
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,16,10
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,15,11
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,11,12
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,15,13
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,14,14
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,11,15
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,14,16
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,12,17
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,13,18
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,16,19
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,17,20
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,17,21
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,13,22
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,13,23
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,12,24
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,14,25
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,11,26
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,7,27
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,8,28
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,7,29
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,4,30
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,4,31
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,5,32
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,3,33
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,3,34
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,3,35
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,3,36
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,3,37
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,2,38
data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_2_Statistics/21-32-07_100x_DS1_c2_Detailed.csv,3,39
