filename,intersections,radius
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,0,0
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,0,1
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,0,2
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,0,3
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,0,4
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,6,5
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,6,6
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,6,7
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,7,8
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,11,9
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,11,10
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,12,11
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,14,12
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,14,13
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,10,14
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,11,15
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,9,16
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,7,17
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,5,18
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,7,19
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,8,20
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,5,21
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,6,22
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,7,23
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,2,24
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,2,25
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,2,26
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,3,27
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,2,28
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,1,29
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,2,30
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,1,31
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,1,32
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,1,33
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,3,34
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,2,35
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,1,36
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,1,37
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,1,38
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,1,39
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100X_DG2_1_Statistics/21-32-07_100X_DG2_c1_Detailed.csv,1,40
