filename,intersections,radius
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,0,0
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,0,1
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,1,2
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,1,3
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,1,4
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,3,5
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,5,6
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,8,7
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,16,8
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,18,9
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,17,10
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,16,11
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,21,12
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,17,13
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,20,14
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,22,15
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,21,16
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,24,17
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,21,18
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,19,19
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,28,20
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,20,21
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,21,22
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,21,23
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,14,24
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,12,25
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,14,26
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,11,27
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,11,28
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,12,29
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,10,30
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,10,31
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,12,32
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,9,33
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,9,34
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,6,35
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,3,36
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,1,37
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_VS1_1_Statistics/21-32-07_100x_VS1_c1_Detailed.csv,0,38
