filename,intersections,radius
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,0,0
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,0,1
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,0,2
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,0,3
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,2,4
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,5,5
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,7,6
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,18,7
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,12,8
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,16,9
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,17,10
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,17,11
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,20,12
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,17,13
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,23,14
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,24,15
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,22,16
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,18,17
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,16,18
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,14,19
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,13,20
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,12,21
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,14,22
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,18,23
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,15,24
